Respondent_ID,Persona_Segment,Q1_Age_Group,Q2_City_Type,Q3_Occupation,Q4_Monthly_Income_INR,Q5_Exercise_Frequency,Q6_Workout_Location,Q7_Primary_Fitness_Goal,Q8_Biggest_Fitness_Challenge,Q9_Diet_Type,Q10_Dietary_Restrictions_Allergies,Q11_Meal_Management,Q12_Biggest_Diet_Challenge,Q13_Travel_Frequency,Q14_Daily_Routine,Q15_Time_Available_for_Fitness,Q16_Current_Fitness_App_User,Q17_Preferred_App_Features,Q18_Willingness_to_Pay_Monthly,Q19_What_Would_Make_You_Pay,Q20_Likelihood_to_Use_App,Q21_Current_Weight_Category,Q22_Problem_Impact_Score_1_to_5,Q23_Days_Followed_Plan_in_Last_30_Days,Q24_When_You_Stop_Following_Routine,Q25_Why_Stopped_Using_Fitness_Apps,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay,Q27_Primary_Motivation_to_Stay_Fit,Q28_Level_of_Control_Over_Daily_Meals
296,gym_enthusiast,25-34,Metro,Working Professional,"50,000-1,00,000",3-4 times/week,Home,Weight loss,No proper diet,Non-vegetarian,None,Home-cooked,Lack of consistency,Frequently,Somewhat structured,60-90 mins,Yes,"Diet planning, Travel-friendly plans, Calorie tracking via photo",₹999+,Proven results,Very likely,Obese,5,20+,Lack of motivation,Too expensive,₹2000+,Looking good (aesthetics),Partial control
297,family_health_seeker,45-54,Tier 3 / Rural,Retired,"1,00,000-2,00,000",Never,I don't work out,Medical/rehabilitation,Lack of knowledge,Eggetarian,None,Mix of both,Budget constraints,Rarely,Somewhat structured,<30 mins,No,"Allergy-specific diets, AI workout plan, Diet planning",₹199-₹499,Expert guidance,Neutral,Overweight,4,20+,Social events,Never used any,₹999,Health concerns,Full control (cook myself)
298,student_hostel,18-24,Tier 1,Student,"<20,000",5+ times/week,Gym,Not sure,Lack of knowledge,Eggetarian,Lactose intolerance,Hostel/mess food,Budget constraints,Rarely,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, Allergy-specific diets, Diet planning",₹499-₹999,"Personalization, Proven results, Convenience",Likely,Overweight,2,11-20,Social events,No results,₹2000+,Mental well-being,Very limited control (hostel/mess)
299,gym_enthusiast,25-34,Metro,Working Professional,"<20,000",5+ times/week,Home,General fitness,No proper diet,Non-vegetarian,None,Home-cooked,Cravings,Occasionally,Somewhat structured,30-60 mins,Yes,"Form correction via video, Allergy-specific diets, AI workout plan",₹499-₹999,"Expert guidance, Proven results",Neutral,Underweight,2,11-20,Social events,Too complicated,₹2000+,Looking good (aesthetics),Partial control
300,student_hostel,18-24,Tier 3 / Rural,Student,"<20,000",1-2 times/week,Outdoors,Weight loss,Lack of knowledge,Eggetarian,None,Mix of both,Lack of consistency,Rarely,Highly unpredictable,<30 mins,No,"Calorie tracking via photo, Form correction via video, AI workout plan",₹199-₹499,"All-in-one solution, Expert guidance, Personalization",Unlikely,Obese,2,0-5,Never started properly,Never used any,₹999,Health concerns,Very limited control (hostel/mess)
301,student_hostel,18-24,Tier 3 / Rural,Student,"<20,000",3-4 times/week,Home,General fitness,Lack of motivation,Non-vegetarian,None,Mix of both,Don't know what to eat,Occasionally,Very structured,30-60 mins,Yes,"Diet planning, Allergy-specific diets",₹199-₹499,"Proven results, All-in-one solution",Neutral,Normal,3,0-5,Social events,,₹999,Looking good (aesthetics),Very limited control (hostel/mess)
302,gym_enthusiast,25-34,Metro,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Muscle gain,Lack of motivation,Vegetarian,None,Mix of both,Cravings,Rarely,Somewhat structured,<30 mins,Yes,"AI workout plan, Diet planning, Form correction via video",₹499-₹999,"All-in-one solution, Proven results",Unlikely,Normal,3,11-20,Don't see results,Too expensive,₹999,Looking good (aesthetics),Full control (cook myself)
303,gym_enthusiast,25-34,Metro,Homemaker,"1,00,000-2,00,000",5+ times/week,Gym,General fitness,Lack of time,Vegan,None,Home-cooked,Budget constraints,Occasionally,Somewhat structured,30-60 mins,Yes,Form correction via video,₹999+,"Expert guidance, Proven results, Convenience",Neutral,Overweight,1,20+,Never started properly,Too complicated,₹2000+,Looking good (aesthetics),Full control (cook myself)
304,gym_enthusiast,35-44,Tier 2,Working Professional,"50,000-1,00,000",1-2 times/week,Gym,General fitness,No proper diet,Non-vegetarian,None,Home-cooked,Budget constraints,Rarely,Very structured,90+ mins,No,"Form correction via video, AI workout plan, Diet planning",₹499-₹999,"Personalization, Proven results",Likely,Normal,4,6-10,Social events,Never used any,₹2000+,Performance/strength,Very limited control (hostel/mess)
305,busy_traveler,25-34,Tier 2,Working Professional,"2,00,000+",Never,I don't work out,General fitness,Lack of time,Non-vegetarian,Lactose intolerance,Mix of both,Lack of consistency,Occasionally,Somewhat structured,30-60 mins,No,"AI workout plan, Calorie tracking via photo",₹499-₹999,"All-in-one solution, Expert guidance",Unlikely,Obese,3,6-10,Travel,Never used any,₹999,Mental well-being,Very limited control (hostel/mess)
306,older_active,45-54,Tier 3 / Rural,Homemaker,"50,000-1,00,000",Never,I don't work out,General fitness,Lack of motivation,Vegetarian,,Home-cooked,Lack of consistency,Occasionally,Very structured,<30 mins,No,"Form correction via video, AI workout plan, Allergy-specific diets",₹199-₹499,Personalization,Very unlikely,Overweight,2,6-10,Busy schedule,Never used any,₹999,Health concerns,Partial control
307,gym_enthusiast,25-34,Metro,Working Professional,"20,000-50,000",3-4 times/week,Gym,Muscle gain,Lack of motivation,Non-vegetarian,Gluten intolerance,Mix of both,No time to cook,Rarely,Somewhat structured,30-60 mins,Yes,"Allergy-specific diets, AI workout plan, Travel-friendly plans",₹199-₹499,Proven results,Neutral,,2,6-10,Lack of motivation,Not personalized,₹499,Mental well-being,Partial control
308,young_professional,25-34,Tier 3 / Rural,Working Professional,"50,000-1,00,000",5+ times/week,Gym,Muscle gain,No proper diet,Eggetarian,None,Home-cooked,Cravings,Rarely,Somewhat structured,30-60 mins,Yes,"Calorie tracking via photo, Form correction via video, AI workout plan",₹499-₹999,"All-in-one solution, Personalization, Proven results",Likely,Overweight,5,11-20,Busy schedule,No results,₹2000+,Social pressure,Partial control
309,family_health_seeker,35-44,Tier 2,Working Professional,"50,000-1,00,000",Never,I don't work out,Weight loss,Lack of motivation,Eggetarian,None,Home-cooked,No time to cook,Rarely,Very structured,30-60 mins,No,"Form correction via video, Calorie tracking via photo, Allergy-specific diets",₹199-₹499,"Expert guidance, Proven results",Very unlikely,Overweight,3,11-20,Never started properly,Never used any,₹999,Health concerns,Full control (cook myself)
310,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",1-2 times/week,Home,Muscle gain,No access to gym,Eggetarian,None,Home-cooked,Lack of consistency,Rarely,Highly unpredictable,30-60 mins,Yes,Form correction via video,₹199-₹499,,Neutral,Normal,3,20+,Busy schedule,Too expensive,₹999,Performance/strength,Partial control
311,young_professional,25-34,Tier 3 / Rural,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Muscle gain,Lack of time,Eggetarian,Lactose intolerance,Mix of both,Lack of consistency,Occasionally,Somewhat structured,30-60 mins,Yes,"Diet planning, Calorie tracking via photo",₹999+,"Expert guidance, Convenience",Likely,Obese,4,11-20,Lack of motivation,Not personalized,₹2000+,Social pressure,Partial control
312,student_hostel,18-24,Metro,Student,"<20,000",3-4 times/week,Gym,Muscle gain,Lack of knowledge,Non-vegetarian,None,Hostel/mess food,Don't know what to eat,Occasionally,Very structured,<30 mins,No,"Diet planning, Form correction via video",₹199-₹499,"Personalization, Convenience, Proven results",Neutral,Normal,2,20+,Social events,Never used any,₹999,Health concerns,Partial control
313,student_hostel,18-24,Metro,Student,"<20,000",3-4 times/week,Gym,General fitness,Lack of motivation,Non-vegetarian,None,Hostel/mess food,No time to cook,Rarely,Highly unpredictable,<30 mins,Yes,"Diet planning, AI workout plan",₹199-₹499,"Expert guidance, Proven results, Convenience",Neutral,Normal,3,0-5,Social events,No results,₹999,Health concerns,Very limited control (hostel/mess)
314,older_active,55+,Tier 2,Retired,"50,000-1,00,000",5+ times/week,Gym,General fitness,No proper diet,Eggetarian,Other,Order food frequently,Don't know what to eat,Rarely,Very structured,30-60 mins,No,"Form correction via video, Travel-friendly plans",₹499-₹999,All-in-one solution,Likely,Overweight,5,11-20,Social events,Never used any,₹2000+,Health concerns,Partial control
315,family_health_seeker,35-44,Tier 3 / Rural,Business Owner,"20,000-50,000",5+ times/week,Outdoors,Weight loss,No proper diet,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Very structured,60-90 mins,No,Calorie tracking via photo,₹199-₹499,"All-in-one solution, Proven results, Expert guidance",Neutral,Obese,4,0-5,Never started properly,Never used any,₹999,Mental well-being,Full control (cook myself)
316,busy_traveler,35-44,Tier 3 / Rural,Working Professional,"50,000-1,00,000",5+ times/week,Gym,General fitness,Lack of knowledge,Non-vegetarian,None,Mix of both,Lack of consistency,Occasionally,Highly unpredictable,<30 mins,No,"Form correction via video, AI workout plan, Travel-friendly plans",₹499-₹999,"All-in-one solution, Proven results, Personalization",Unlikely,Obese,4,11-20,Never started properly,Never used any,₹2000+,Health concerns,Partial control
317,young_professional,25-34,Metro,Working Professional,"20,000-50,000",3-4 times/week,Home,General fitness,Lack of time,Non-vegetarian,Gluten intolerance,Home-cooked,Lack of consistency,Frequently,Highly unpredictable,30-60 mins,No,"Allergy-specific diets, Travel-friendly plans, Form correction via video",₹999+,All-in-one solution,Neutral,Obese,3,6-10,Busy schedule,Never used any,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess)
318,student_hostel,18-24,Tier 2,Student,"<20,000",3-4 times/week,Gym,Weight loss,Lack of knowledge,Non-vegetarian,None,Hostel/mess food,Cravings,Rarely,Highly unpredictable,<30 mins,No,"Form correction via video, AI workout plan",₹199-₹499,"Expert guidance, Proven results",Unlikely,Normal,3,11-20,Social events,Never used any,₹999,Looking good (aesthetics),Very limited control (hostel/mess)
319,student_hostel,25-34,Tier 2,Student,"<20,000",3-4 times/week,Gym,Not sure,Lack of motivation,Non-vegetarian,None,Hostel/mess food,Don't know what to eat,Rarely,Somewhat structured,<30 mins,Yes,"Calorie tracking via photo, Diet planning",₹199-₹499,"Convenience, Proven results",Likely,Normal,5,6-10,Social events,Too expensive,₹999,Performance/strength,Very limited control (hostel/mess)
320,young_professional,25-34,Tier 3 / Rural,Student,"1,00,000-2,00,000",1-2 times/week,Gym,Weight loss,Lack of time,Vegetarian,Gluten intolerance,Mix of both,No time to cook,Rarely,Highly unpredictable,30-60 mins,Yes,"Form correction via video, AI workout plan, Calorie tracking via photo",₹999+,Personalization,Neutral,Overweight,3,0-5,Lack of motivation,Lost motivation,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess)
321,gym_enthusiast,35-44,Tier 1,Working Professional,"50,000-1,00,000",5+ times/week,Gym,Muscle gain,No proper diet,Non-vegetarian,None,Home-cooked,No time to cook,Frequently,Very structured,30-60 mins,Yes,"AI workout plan, Calorie tracking via photo",₹499-₹999,"Personalization, All-in-one solution",Likely,Overweight,4,20+,Busy schedule,Not personalized,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess)
322,busy_traveler,45-54,Metro,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,General fitness,Lack of motivation,Eggetarian,Lactose intolerance,Home-cooked,Cravings,Frequently,Highly unpredictable,<30 mins,No,"Calorie tracking via photo, Allergy-specific diets, Diet planning",₹499-₹999,"Expert guidance, Personalization",Very unlikely,Normal,3,11-20,Never started properly,Never used any,₹2000+,Performance/strength,Very limited control (hostel/mess)
323,busy_traveler,35-44,Metro,Working Professional,"2,00,000+",5+ times/week,Gym,General fitness,No access to gym,Vegetarian,None,Mix of both,No time to cook,Occasionally,Highly unpredictable,<30 mins,No,"Form correction via video, AI workout plan, Allergy-specific diets",₹999+,"Personalization, Proven results, Convenience",Neutral,Overweight,4,11-20,Travel,Never used any,₹2000+,Looking good (aesthetics),Full control (cook myself)
324,young_professional,25-34,Tier 1,Working Professional,"50,000-1,00,000",3-4 times/week,Outdoors,General fitness,Lack of time,Non-vegetarian,None,Home-cooked,Cravings,Rarely,Somewhat structured,30-60 mins,Yes,"AI workout plan, Form correction via video",₹499-₹999,"Convenience, Proven results, Expert guidance",Neutral,Overweight,4,0-5,Busy schedule,Too expensive,₹999,Looking good (aesthetics),Full control (cook myself)
325,older_active,55+,Metro,Homemaker,"20,000-50,000",1-2 times/week,Home,Weight loss,Lack of motivation,Eggetarian,Lactose intolerance,Home-cooked,Lack of consistency,Rarely,Somewhat structured,<30 mins,No,"Diet planning, Allergy-specific diets",₹499-₹999,"Proven results, Personalization",Unlikely,Overweight,3,0-5,Busy schedule,Never used any,₹2000+,Health concerns,Partial control
326,busy_traveler,18-24,Tier 1,Working Professional,"1,00,000-2,00,000",1-2 times/week,Outdoors,Muscle gain,Lack of knowledge,Non-vegetarian,Nut allergies,Mix of both,No time to cook,Frequently,Somewhat structured,30-60 mins,No,AI workout plan,₹499-₹999,"Proven results, All-in-one solution, Convenience",Likely,Underweight,5,6-10,Busy schedule,Never used any,₹2000+,Mental well-being,Very limited control (hostel/mess)
327,gym_enthusiast,45-54,Tier 1,Working Professional,"20,000-50,000",5+ times/week,Gym,General fitness,Lack of time,Eggetarian,None,Mix of both,Lack of consistency,Occasionally,Somewhat structured,60-90 mins,Yes,"AI workout plan, Diet planning, Form correction via video",₹499-₹999,Proven results,Neutral,Overweight,2,11-20,Busy schedule,Too expensive,₹999,Performance/strength,Partial control
328,gym_enthusiast,35-44,Tier 1,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Weight loss,No access to gym,Non-vegetarian,None,Hostel/mess food,Cravings,Occasionally,Somewhat structured,30-60 mins,Yes,"Form correction via video, AI workout plan, Diet planning",₹999+,"Personalization, Proven results, Expert guidance",Neutral,Overweight,4,20+,Social events,Lost motivation,₹2000+,Performance/strength,Full control (cook myself)
329,young_professional,18-24,Tier 1,Working Professional,"50,000-1,00,000",5+ times/week,Home,Weight loss,No access to gym,Vegetarian,None,Mix of both,Lack of consistency,Rarely,Somewhat structured,30-60 mins,Yes,"Form correction via video, Calorie tracking via photo, AI workout plan",Free only,"Personalization, Proven results",Likely,Underweight,4,6-10,Lack of motivation,Too complicated,₹2000+,Mental well-being,Full control (cook myself)
330,young_professional,18-24,Metro,Working Professional,"20,000-50,000",3-4 times/week,Outdoors,Weight loss,Lack of time,Non-vegetarian,None,Home-cooked,No time to cook,Occasionally,Highly unpredictable,30-60 mins,Yes,"Calorie tracking via photo, Form correction via video, Diet planning",₹999+,"Expert guidance, Proven results",Neutral,Obese,4,11-20,Social events,Too expensive,₹2000+,Performance/strength,Very limited control (hostel/mess)
331,young_professional,25-34,Metro,Working Professional,"2,00,000+",Never,I don't work out,General fitness,Lack of time,Non-vegetarian,None,Mix of both,Lack of consistency,Occasionally,Very structured,30-60 mins,Yes,Diet planning,₹499-₹999,"Personalization, Convenience",Neutral,Underweight,3,6-10,Travel,Lost motivation,₹2000+,Health concerns,Full control (cook myself)
332,busy_traveler,25-34,Tier 1,Business Owner,"50,000-1,00,000",Never,I don't work out,General fitness,No proper diet,Eggetarian,None,Mix of both,No time to cook,Occasionally,Somewhat structured,30-60 mins,Yes,Travel-friendly plans,₹499-₹999,"All-in-one solution, Personalization, Expert guidance",Neutral,Overweight,4,0-5,Don't see results,Not personalized,₹2000+,Health concerns,Very limited control (hostel/mess)
333,student_hostel,18-24,Tier 2,Student,"<20,000",5+ times/week,Gym,General fitness,Lack of motivation,Vegetarian,None,Hostel/mess food,No time to cook,Rarely,Very structured,30-60 mins,No,"Diet planning, Calorie tracking via photo, Travel-friendly plans",₹199-₹499,Proven results,Neutral,Normal,3,20+,Don't see results,Never used any,₹999,Social pressure,Very limited control (hostel/mess)
334,student_hostel,18-24,Tier 1,Student,"<20,000",3-4 times/week,Gym,Weight loss,Lack of time,Vegetarian,None,Order food frequently,Cravings,Occasionally,Highly unpredictable,60-90 mins,Yes,AI workout plan,₹99-₹199,"Personalization, All-in-one solution, Proven results",Neutral,Normal,2,11-20,Never started properly,Too expensive,₹499,Health concerns,Very limited control (hostel/mess)
