Respondent_ID,Persona_Segment,Q1_Age_Group,Q2_City_Type,Q3_Occupation,Q4_Monthly_Income_INR,Q5_Exercise_Frequency,Q6_Workout_Location,Q7_Primary_Fitness_Goal,Q8_Biggest_Fitness_Challenge,Q9_Diet_Type,Q10_Dietary_Restrictions_Allergies,Q11_Meal_Management,Q12_Biggest_Diet_Challenge,Q13_Travel_Frequency,Q14_Daily_Routine,Q15_Time_Available_for_Fitness,Q16_Current_Fitness_App_User,Q17_Preferred_App_Features,Q18_Willingness_to_Pay_Monthly,Q19_What_Would_Make_You_Pay,Q20_Likelihood_to_Use_App,Q21_Current_Weight_Category,Q22_Problem_Impact_Score_1_to_5,Q23_Days_Followed_Plan_in_Last_30_Days,Q24_When_You_Stop_Following_Routine,Q25_Why_Stopped_Using_Fitness_Apps,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay,Q27_Primary_Motivation_to_Stay_Fit,Q28_Level_of_Control_Over_Daily_Meals,Q4_Monthly_Income_INR_Code,Q5_Exercise_Frequency_Code,Q13_Travel_Frequency_Code,Q14_Daily_Routine_Code,Q15_Time_Available_for_Fitness_Code,Q18_Willingness_to_Pay_Monthly_Code,Q20_Likelihood_to_Use_App_Code,Q23_Days_Followed_Plan_in_Last_30_Days_Code,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay_Code,Feat_AI_workout_plan,Feat_Form_correction_via_video,Feat_Diet_planning,Feat_Calorie_tracking_via_photo,Feat_Travel_friendly_plans,Feat_Allergy_specific_diets,PayReason_Proven_results,PayReason_Personalization,PayReason_Expert_guidance,PayReason_Convenience,PayReason_All_in_one_solution
175,busy_traveler,55+,Tier 2,Working Professional,"<20,000",3-4 times/week,Home,General fitness,No access to gym,Eggetarian,Other,Home-cooked,Don't know what to eat,Frequently,Highly unpredictable,30-60 mins,Yes,"Travel-friendly plans, Diet planning, Calorie tracking via photo",₹199-₹499,"Convenience, All-in-one solution, Proven results",Likely,Normal,3,6-10,Busy schedule,Not personalized,₹999,Health concerns,Partial control,0,2,2.0,2,1,2,3,1,3,0,0,1,1,1,0,1,0,0,1,1
176,student_hostel,25-34,Tier 3 / Rural,Student,"20,000-50,000",5+ times/week,Gym,Weight loss,Lack of time,Non-vegetarian,None,Hostel/mess food,Lack of consistency,Occasionally,Highly unpredictable,60-90 mins,Yes,"Form correction via video, Calorie tracking via photo, AI workout plan",₹499-₹999,"Proven results, Convenience, Personalization",Neutral,Underweight,4,6-10,Lack of motivation,Lost motivation,₹499,Mental well-being,Very limited control (hostel/mess),1,3,1.0,2,2,3,2,1,2,1,1,0,1,0,0,1,1,0,1,0
177,busy_traveler,35-44,Metro,Working Professional,"20,000-50,000",3-4 times/week,Gym,General fitness,Lack of time,Vegan,None,Order food frequently,No time to cook,Frequently,Highly unpredictable,30-60 mins,No,"Travel-friendly plans, Calorie tracking via photo, Allergy-specific diets",₹499-₹999,Personalization,Neutral,Obese,4,0-5,Lack of motivation,Never used any,₹2000+,Health concerns,Very limited control (hostel/mess),1,2,2.0,2,1,3,2,0,4,0,0,0,1,1,1,0,1,0,0,0
178,young_professional,25-34,Metro,Working Professional,"20,000-50,000",1-2 times/week,Gym,Weight loss,Lack of time,Non-vegetarian,None,Hostel/mess food,No time to cook,,Highly unpredictable,60-90 mins,No,"Diet planning, Travel-friendly plans, Form correction via video",₹499-₹999,"Proven results, Personalization, All-in-one solution",Unlikely,Normal,3,6-10,Busy schedule,Never used any,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess),1,1,,2,2,3,1,1,4,0,1,1,0,1,0,1,1,0,0,1
179,older_active,55+,Tier 1,Homemaker,"<20,000",1-2 times/week,Home,Medical/rehabilitation,Lack of time,Non-vegetarian,Lactose intolerance,Home-cooked,Budget constraints,Rarely,Highly unpredictable,<30 mins,No,"Allergy-specific diets, Form correction via video, Calorie tracking via photo",₹199-₹499,"Personalization, Convenience",Likely,Overweight,4,0-5,Busy schedule,Never used any,₹999,Health concerns,Very limited control (hostel/mess),0,1,0.0,2,0,2,3,0,3,0,1,0,1,0,1,0,1,0,1,0
180,student_hostel,18-24,Tier 1,Student,"<20,000",3-4 times/week,Gym,Not sure,No proper diet,Eggetarian,None,Home-cooked,Budget constraints,Rarely,Somewhat structured,60-90 mins,Yes,"Form correction via video, Diet planning",₹199-₹499,Proven results,Neutral,Underweight,2,0-5,Never started properly,Not personalized,₹499,Looking good (aesthetics),Very limited control (hostel/mess),0,2,0.0,1,2,2,2,0,2,0,1,1,0,0,0,1,0,0,0,0
181,young_professional,25-34,Metro,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Not sure,Lack of time,Non-vegetarian,None,Home-cooked,Budget constraints,Occasionally,Highly unpredictable,60-90 mins,Yes,"Travel-friendly plans, Form correction via video, Allergy-specific diets",₹499-₹999,"Expert guidance, Convenience, Proven results",Neutral,Overweight,2,6-10,Busy schedule,Not personalized,₹2000+,Health concerns,Partial control,2,2,1.0,2,2,3,2,1,4,0,1,0,0,1,1,1,0,1,1,0
182,student_hostel,18-24,Metro,Working Professional,"<20,000",5+ times/week,Home,General fitness,No access to gym,Non-vegetarian,Gluten intolerance,Mix of both,Don't know what to eat,Rarely,Somewhat structured,30-60 mins,No,"Calorie tracking via photo, AI workout plan, Diet planning",₹499-₹999,"All-in-one solution, Personalization",Neutral,Normal,5,6-10,Social events,Never used any,₹2000+,Performance/strength,Very limited control (hostel/mess),0,3,0.0,1,1,3,2,1,4,1,0,1,1,0,0,0,1,0,0,1
183,older_active,55+,Tier 2,Retired,"<20,000",Never,I don't work out,Medical/rehabilitation,No access to gym,Vegetarian,None,Home-cooked,No time to cook,Rarely,Very structured,30-60 mins,No,"AI workout plan, Form correction via video",₹199-₹499,"Personalization, Expert guidance",Unlikely,Normal,1,11-20,Busy schedule,Never used any,₹999,Performance/strength,Full control (cook myself),0,0,0.0,0,1,2,1,2,3,1,1,0,0,0,0,0,1,1,0,0
184,family_health_seeker,45-54,Tier 1,Working Professional,"20,000-50,000",1-2 times/week,Home,General fitness,Lack of time,Eggetarian,Lactose intolerance,Home-cooked,Lack of consistency,Rarely,Highly unpredictable,60-90 mins,No,"Allergy-specific diets, Diet planning",₹499-₹999,"Personalization, Proven results",Neutral,Overweight,5,6-10,Busy schedule,Never used any,₹2000+,Mental well-being,Full control (cook myself),1,1,0.0,2,2,3,2,1,4,0,0,1,0,0,1,1,1,0,0,0
185,young_professional,45-54,Metro,Working Professional,"<20,000",3-4 times/week,Home,Muscle gain,Lack of time,Vegetarian,None,Order food frequently,No time to cook,Rarely,Very structured,<30 mins,No,"Form correction via video, AI workout plan",₹199-₹499,"Expert guidance, All-in-one solution, Proven results",Unlikely,Normal,3,0-5,Never started properly,Never used any,₹999,Mental well-being,Full control (cook myself),0,2,0.0,0,0,2,1,0,3,1,1,0,0,0,0,1,0,1,0,1
186,busy_traveler,25-34,Metro,Business Owner,"20,000-50,000",5+ times/week,Gym,General fitness,Lack of time,Vegetarian,Lactose intolerance,Order food frequently,Lack of consistency,Frequently,Highly unpredictable,30-60 mins,No,"Calorie tracking via photo, Form correction via video",₹199-₹499,"Proven results, Expert guidance",Very unlikely,Normal,4,20+,Busy schedule,Never used any,₹999,Looking good (aesthetics),Very limited control (hostel/mess),1,3,2.0,2,1,2,0,3,3,0,1,0,1,0,0,1,0,1,0,0
187,family_health_seeker,45-54,Tier 1,Homemaker,"<20,000",Never,I don't work out,Weight loss,Lack of knowledge,Eggetarian,None,Order food frequently,Lack of consistency,Rarely,Somewhat structured,30-60 mins,Yes,"Form correction via video, Diet planning",₹999+,"Expert guidance, Personalization",Neutral,Normal,5,0-5,Busy schedule,Too expensive,₹2000+,Health concerns,Partial control,0,0,0.0,1,1,4,2,0,4,0,1,1,0,0,0,0,1,1,0,0
188,gym_enthusiast,25-34,Tier 3 / Rural,Working Professional,"50,000-1,00,000",1-2 times/week,Home,Muscle gain,Lack of time,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Somewhat structured,90+ mins,Yes,"Form correction via video, Travel-friendly plans, AI workout plan",₹999+,"Proven results, All-in-one solution, Personalization",Likely,Overweight,5,11-20,Busy schedule,Lost motivation,₹2000+,Health concerns,Partial control,2,1,0.0,1,3,4,3,2,4,1,1,0,0,1,0,1,1,0,0,1
189,gym_enthusiast,18-24,Metro,Working Professional,"50,000-1,00,000",5+ times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,None,Hostel/mess food,Lack of consistency,Rarely,Very structured,30-60 mins,Yes,"Form correction via video, Allergy-specific diets, Calorie tracking via photo",₹999+,"All-in-one solution, Proven results, Personalization",Likely,Underweight,5,11-20,Never started properly,Lost motivation,₹2000+,Performance/strength,Partial control,2,3,0.0,0,1,4,3,2,4,0,1,0,1,0,1,1,1,0,0,1
190,young_professional,25-34,Metro,Working Professional,"50,000-1,00,000",1-2 times/week,Gym,Not sure,Lack of time,Vegetarian,None,Mix of both,Lack of consistency,Occasionally,Very structured,60-90 mins,Yes,"Travel-friendly plans, AI workout plan, Form correction via video",₹199-₹499,"All-in-one solution, Proven results",Neutral,Normal,3,6-10,Don't see results,Too expensive,₹499,Health concerns,Very limited control (hostel/mess),2,1,1.0,0,2,2,2,1,2,1,1,0,0,1,0,1,0,0,0,1
191,student_hostel,18-24,Tier 3 / Rural,Student,"<20,000",1-2 times/week,Gym,General fitness,No proper diet,Non-vegetarian,None,Hostel/mess food,No time to cook,Rarely,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, Diet planning, AI workout plan",₹99-₹199,"Personalization, All-in-one solution, Expert guidance",Neutral,Normal,3,0-5,Don't see results,Lost motivation,₹499,Looking good (aesthetics),Very limited control (hostel/mess),0,1,0.0,2,0,1,2,0,2,1,0,1,1,0,0,0,1,1,0,1
192,family_health_seeker,55+,Metro,Retired,"1,00,000-2,00,000",1-2 times/week,Home,Muscle gain,Lack of motivation,Non-vegetarian,None,Home-cooked,Budget constraints,Rarely,Very structured,<30 mins,Yes,"Diet planning, Form correction via video, Calorie tracking via photo",₹199-₹499,"Proven results, All-in-one solution",Unlikely,Normal,3,0-5,Busy schedule,Lost motivation,₹999,Looking good (aesthetics),Partial control,3,1,0.0,0,0,2,1,0,3,0,1,1,1,0,0,1,0,0,0,1
193,older_active,45-54,Tier 3 / Rural,Working Professional,"1,00,000-2,00,000",Never,Home,Weight loss,Lack of knowledge,Vegan,None,Home-cooked,No time to cook,Rarely,Somewhat structured,90+ mins,No,"Form correction via video, Allergy-specific diets",₹999+,"Convenience, Personalization, Expert guidance",Unlikely,Obese,4,0-5,Social events,Never used any,₹2000+,Performance/strength,Very limited control (hostel/mess),3,0,0.0,1,3,4,1,0,4,0,1,0,0,0,1,0,1,1,1,0
194,gym_enthusiast,25-34,Tier 2,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Muscle gain,Lack of motivation,Non-vegetarian,None,Home-cooked,Budget constraints,Frequently,Very structured,60-90 mins,Yes,"Form correction via video, Diet planning, Travel-friendly plans",₹999+,"Convenience, Proven results",Neutral,Underweight,3,20+,Lack of motivation,Too expensive,₹2000+,Looking good (aesthetics),Full control (cook myself),2,2,2.0,0,2,4,2,3,4,0,1,1,0,1,0,1,0,0,1,0
195,young_professional,35-44,Tier 1,Working Professional,"20,000-50,000",1-2 times/week,Gym,General fitness,No access to gym,Eggetarian,Lactose intolerance,Mix of both,Budget constraints,Occasionally,Highly unpredictable,30-60 mins,No,"Form correction via video, Travel-friendly plans, Diet planning",₹199-₹499,"Personalization, Expert guidance, Convenience",Neutral,Normal,4,11-20,Never started properly,Never used any,₹999,Looking good (aesthetics),Partial control,1,1,1.0,2,1,2,2,2,3,0,1,1,0,1,0,0,1,1,1,0
196,young_professional,25-34,Tier 1,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Muscle gain,Lack of time,Vegetarian,Nut allergies,,Lack of consistency,Rarely,Highly unpredictable,30-60 mins,No,"Form correction via video, Allergy-specific diets",₹999+,Proven results,Likely,Normal,5,11-20,Don't see results,Never used any,₹2000+,Looking good (aesthetics),Full control (cook myself),2,2,0.0,2,1,4,3,2,4,0,1,0,0,0,1,1,0,0,0,0
197,busy_traveler,18-24,Metro,Working Professional,"20,000-50,000",3-4 times/week,Home,General fitness,Lack of motivation,Vegetarian,Other,Mix of both,Cravings,,Highly unpredictable,30-60 mins,No,"Travel-friendly plans, Calorie tracking via photo",₹499-₹999,"Proven results, Expert guidance, Convenience",Unlikely,Normal,4,20+,Travel,Never used any,₹2000+,Performance/strength,Very limited control (hostel/mess),1,2,,2,1,3,1,3,4,0,0,0,1,1,0,1,0,1,1,0
198,family_health_seeker,55+,Tier 3 / Rural,Working Professional,"<20,000",3-4 times/week,Home,Weight loss,No proper diet,Vegan,,Mix of both,Budget constraints,Occasionally,Somewhat structured,<30 mins,No,"Calorie tracking via photo, Travel-friendly plans",₹199-₹499,"All-in-one solution, Personalization",Neutral,Overweight,4,6-10,Busy schedule,Never used any,₹499,Health concerns,Full control (cook myself),0,2,1.0,1,0,2,2,1,2,0,0,0,1,1,0,0,1,0,0,1
199,family_health_seeker,35-44,Tier 1,Homemaker,"20,000-50,000",1-2 times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Order food frequently,Lack of consistency,Occasionally,Very structured,<30 mins,Yes,"Diet planning, Calorie tracking via photo",₹499-₹999,Proven results,Neutral,Normal,3,6-10,Social events,Lost motivation,₹999,Health concerns,Partial control,1,1,1.0,0,0,3,2,1,3,0,0,1,1,0,0,1,0,0,0,0
200,family_health_seeker,45-54,Tier 1,Working Professional,"50,000-1,00,000",1-2 times/week,Home,General fitness,No access to gym,Vegan,Nut allergies,Mix of both,Cravings,Rarely,Very structured,30-60 mins,No,"Diet planning, Allergy-specific diets",₹499-₹999,"Expert guidance, Proven results",Neutral,Overweight,4,0-5,Busy schedule,Never used any,₹2000+,Mental well-being,Full control (cook myself),2,1,0.0,0,1,3,2,0,4,0,0,1,0,0,1,1,0,1,0,0
201,busy_traveler,45-54,Tier 1,Working Professional,"20,000-50,000",5+ times/week,Home,Weight loss,Lack of time,Eggetarian,None,Mix of both,Don't know what to eat,Frequently,Somewhat structured,<30 mins,No,Allergy-specific diets,₹499-₹999,"All-in-one solution, Convenience, Proven results",Neutral,Obese,3,6-10,Travel,Never used any,₹2000+,Performance/strength,Very limited control (hostel/mess),1,3,2.0,1,0,3,2,1,4,0,0,0,0,0,1,1,0,0,1,1
202,student_hostel,18-24,Tier 3 / Rural,Student,"<20,000",1-2 times/week,Home,General fitness,No proper diet,Eggetarian,None,Hostel/mess food,No time to cook,Rarely,Highly unpredictable,<30 mins,Yes,"Diet planning, Calorie tracking via photo",₹199-₹499,"Proven results, Personalization, Expert guidance",Neutral,Overweight,3,11-20,Social events,Too complicated,₹499,Looking good (aesthetics),Very limited control (hostel/mess),0,1,0.0,2,0,2,2,2,2,0,0,1,1,0,0,1,1,1,0,0
203,student_hostel,18-24,Tier 1,Student,"<20,000",5+ times/week,Gym,Muscle gain,Lack of time,Vegetarian,None,Home-cooked,Budget constraints,Rarely,Highly unpredictable,<30 mins,Yes,"Diet planning, Form correction via video",₹199-₹499,"Proven results, All-in-one solution, Expert guidance",Likely,Normal,5,11-20,Don't see results,Too complicated,₹999,Social pressure,Full control (cook myself),0,3,0.0,2,0,2,3,2,3,0,1,1,0,0,0,1,0,1,0,1
204,family_health_seeker,35-44,Tier 2,Homemaker,"20,000-50,000",Never,I don't work out,Muscle gain,Lack of knowledge,Non-vegetarian,None,Hostel/mess food,No time to cook,Rarely,Somewhat structured,<30 mins,Yes,"Form correction via video, Allergy-specific diets, AI workout plan",₹499-₹999,"Personalization, Proven results, Expert guidance",Neutral,Overweight,5,0-5,Social events,Not personalized,₹999,Looking good (aesthetics),Partial control,1,0,0.0,1,0,3,2,0,3,1,1,0,0,0,1,1,1,1,0,0
205,gym_enthusiast,18-24,Metro,Working Professional,"50,000-1,00,000",5+ times/week,Gym,Weight loss,Lack of motivation,Non-vegetarian,None,Home-cooked,No time to cook,Occasionally,Very structured,<30 mins,Yes,"Form correction via video, AI workout plan, Calorie tracking via photo",₹499-₹999,"Proven results, All-in-one solution, Expert guidance",Neutral,Normal,3,11-20,Travel,Lost motivation,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess),2,3,1.0,0,0,3,2,2,4,1,1,0,1,0,0,1,0,1,0,1
206,student_hostel,18-24,Metro,Student,"<20,000",5+ times/week,Home,Muscle gain,Lack of knowledge,Non-vegetarian,Other,Order food frequently,Don't know what to eat,Occasionally,Highly unpredictable,<30 mins,Yes,"Form correction via video, Travel-friendly plans",₹199-₹499,"Proven results, Personalization",Unlikely,Normal,1,6-10,Lack of motivation,Lost motivation,₹499,Looking good (aesthetics),Full control (cook myself),0,3,1.0,2,0,2,1,1,2,0,1,0,0,1,0,1,1,0,0,0
207,student_hostel,18-24,Tier 1,Working Professional,"<20,000",3-4 times/week,Gym,General fitness,No proper diet,Eggetarian,Lactose intolerance,Hostel/mess food,Don't know what to eat,Rarely,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, Form correction via video",₹99-₹199,"Proven results, All-in-one solution",Likely,Overweight,3,0-5,Never started properly,Too complicated,₹199,Looking good (aesthetics),Very limited control (hostel/mess),0,2,0.0,2,0,1,3,0,1,0,1,0,1,0,0,1,0,0,0,1
208,busy_traveler,35-44,Tier 1,Working Professional,"1,00,000-2,00,000",3-4 times/week,Gym,Not sure,Lack of time,Vegetarian,None,Mix of both,Budget constraints,Frequently,Somewhat structured,30-60 mins,Yes,"Allergy-specific diets, Travel-friendly plans",₹499-₹999,"Personalization, Proven results, All-in-one solution",Very unlikely,Obese,1,0-5,Busy schedule,Too expensive,₹2000+,Performance/strength,Partial control,3,2,2.0,1,1,3,0,0,4,0,0,0,0,1,1,1,1,0,0,1
209,student_hostel,18-24,Tier 2,Student,"<20,000",5+ times/week,Outdoors,Medical/rehabilitation,No proper diet,Vegetarian,Nut allergies,Order food frequently,Lack of consistency,Occasionally,Highly unpredictable,60-90 mins,No,"Diet planning, Calorie tracking via photo, Allergy-specific diets",₹499-₹999,"Convenience, All-in-one solution",Neutral,Normal,4,0-5,Lack of motivation,Never used any,₹999,Looking good (aesthetics),Very limited control (hostel/mess),0,3,1.0,2,2,3,2,0,3,0,0,1,1,0,1,0,0,0,1,1
210,student_hostel,18-24,Metro,Student,"<20,000",1-2 times/week,Home,General fitness,No proper diet,Non-vegetarian,None,Mix of both,No time to cook,Rarely,Highly unpredictable,30-60 mins,Yes,"AI workout plan, Form correction via video",Free only,Convenience,Very unlikely,Overweight,1,20+,Busy schedule,Too expensive,₹199,Health concerns,Very limited control (hostel/mess),0,1,0.0,2,1,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0
211,gym_enthusiast,18-24,Tier 1,Working Professional,"20,000-50,000",5+ times/week,Gym,General fitness,Lack of motivation,Vegan,Nut allergies,Mix of both,Lack of consistency,Rarely,Very structured,60-90 mins,Yes,Diet planning,₹199-₹499,"Proven results, Personalization, Convenience",Neutral,Normal,3,0-5,Don't see results,Too complicated,₹999,Performance/strength,Partial control,1,3,0.0,0,2,2,2,0,3,0,0,1,0,0,0,1,1,0,1,0
212,busy_traveler,25-34,Tier 1,Working Professional,"50,000-1,00,000",1-2 times/week,Home,General fitness,Lack of time,Non-vegetarian,Lactose intolerance,Mix of both,No time to cook,Frequently,Highly unpredictable,60-90 mins,No,AI workout plan,₹199-₹499,"All-in-one solution, Proven results, Convenience",Unlikely,Overweight,3,11-20,Travel,Never used any,₹999,Mental well-being,Partial control,2,1,2.0,2,2,2,1,2,3,1,0,0,0,0,0,1,0,0,1,1
213,busy_traveler,35-44,Metro,Working Professional,"1,00,000-2,00,000",1-2 times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Home-cooked,Don't know what to eat,Occasionally,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, AI workout plan, Travel-friendly plans",₹999+,"All-in-one solution, Personalization, Proven results",Very unlikely,Normal,2,11-20,Travel,Too complicated,₹2000+,Looking good (aesthetics),Full control (cook myself),3,1,1.0,2,0,4,0,2,4,1,0,0,1,1,0,1,1,0,0,1
214,young_professional,25-34,Tier 1,Student,"20,000-50,000",3-4 times/week,Gym,Weight loss,Lack of time,Eggetarian,None,Home-cooked,Budget constraints,Rarely,Somewhat structured,30-60 mins,No,"AI workout plan, Calorie tracking via photo",₹199-₹499,"All-in-one solution, Proven results, Convenience",Likely,Normal,5,20+,Don't see results,,₹999,Performance/strength,Partial control,1,2,0.0,1,1,2,3,3,3,1,0,0,1,0,0,1,0,0,1,1
215,busy_traveler,35-44,Tier 1,Working Professional,"1,00,000-2,00,000",Never,I don't work out,General fitness,Lack of time,Vegetarian,Gluten intolerance,,Lack of consistency,Frequently,Highly unpredictable,60-90 mins,Yes,"Travel-friendly plans, Diet planning, AI workout plan",₹999+,"Convenience, Proven results",Neutral,Normal,2,6-10,Travel,No results,₹2000+,Mental well-being,Very limited control (hostel/mess),3,0,2.0,2,2,4,2,1,4,1,0,1,0,1,0,1,0,0,1,0
216,young_professional,25-34,Tier 1,Working Professional,"50,000-1,00,000",5+ times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Mix of both,No time to cook,Rarely,Highly unpredictable,30-60 mins,No,"Form correction via video, Travel-friendly plans",₹199-₹499,"All-in-one solution, Expert guidance",Unlikely,Overweight,5,11-20,Busy schedule,Never used any,₹999,Mental well-being,Partial control,2,3,0.0,2,1,2,1,2,3,0,1,0,0,1,0,0,0,1,0,1
